	variable	value	class
22769	XG35	1.12	Non severe covid
22770	XG35	0.6	Non severe covid
22771	XG35	1.257	Non severe covid
22772	XG35	0.922	Non severe covid
22773	XG35	0.0	Non severe covid
22774	XG35	1.061	Non severe covid
22775	XG35	0.93	Non severe covid
22776	XG35	0.964	Non severe covid
22777	XG35	0.728	Non severe covid
22778	XG35	1.025	Non severe covid
22779	XG35	0.5	Non severe covid
22780	XG35	0.357	Non severe covid
22781	XG35	0.449	Non severe covid
22782	XG35	0.508	Non severe covid
22783	XG35	0.784	Non severe covid
22784	XG35	1.023	Non severe covid
22785	XG35	1.382	Non severe covid
22786	XG35	3.134	Non severe covid
22787	XG35	0.903	Non severe covid
22788	XG35	0.737	Non severe covid
22789	XG35	0.75	Non severe covid
22790	XG35	0.765	Non severe covid
22791	XG35	0.922	Non severe covid
22792	XG35	0.0	Non severe covid
22793	XG35	0.711	Non severe covid
22794	XG35	0.657	Non severe covid
22795	XG35	0.821	Non severe covid
22796	XG35	0.69	Non severe covid
22797	XG35	0.979	Non severe covid
22798	XG35	0.0	Non severe covid
22799	XG35	0.67	Non severe covid
22800	XG35	0.852	Non severe covid
22801	XG35	0.204	Non severe covid
22802	XG35	0.781	Non severe covid
22803	XG35	1.153	Non severe covid
22804	XG35	0.0	Non severe covid
22805	XG35	1.412	Non severe covid
22806	XG35	1.116	Non severe covid
22807	XG35	0.0	Non severe covid
22808	XG35	0.719	Non severe covid
22809	XG35	0.761	Non severe covid
22810	XG35	0.808	Non severe covid
22811	XG35	1.08	Non severe covid
22812	XG35	0.62	Non severe covid
22813	XG35	0.59	Non severe covid
22814	XG35	0.508	Non severe covid
22815	XG35	0.281	Non severe covid
22816	XG35	0.286	Non severe covid
22817	XG35	1.676	Non severe covid
22818	XG35	3.429	Non severe covid
22819	XG35	1.337	Non severe covid
22820	XG35	1.034	Non severe covid
22821	XG35	1.075	Non severe covid
22822	XG35	1.553	Non severe covid
22823	XG35	0.81	Non severe covid
22824	XG35	1.159	Non severe covid
22825	XG35	1.109	Non severe covid
22826	XG35	0.883	Non severe covid
22827	XG35	1.094	Non severe covid
22828	XG35	1.162	Non severe covid
22829	XG35	0.944	Non severe covid
22830	XG35	3.033	Non severe covid
22831	XG35	0.947	Non severe covid
22832	XG35	0.981	Non severe covid
22833	XG35	1.147	Non severe covid
22834	XG35	0.83	Non severe covid
22835	XG35	0.908	Non severe covid
22836	XG35	0.833	Non severe covid
22837	XG35	1.066	Non severe covid
22838	XG35	0.923	Non severe covid
22839	XG35	0.0	Non severe covid
22840	XG35	1.002	Non severe covid
22841	XG35	1.051	Non severe covid
22842	XG35	0.713	Non severe covid
22843	XG35	0.0	Non severe covid
22844	XG35	0.98	Non severe covid
22845	XG35	1.129	Non severe covid
22846	XG35	0.798	Non severe covid
22847	XG35	0.779	Non severe covid
22848	XG35	0.0	Non severe covid
22849	XG35	1.657	Non severe covid
22850	XG35	0.97	Non severe covid
22851	XG35	0.729	Non severe covid
22852	XG35	0.953	Non severe covid
22853	XG35	1.591	Non severe covid
22854	XG35	1.122	Non severe covid
22855	XG35	0.459	Non severe covid
22856	XG35	0.865	Non severe covid
22857	XG35	0.741	Non severe covid
22858	XG35	1.025	Non severe covid
22859	XG35	0.925	Non severe covid
22860	XG35	0.0	Non severe covid
22861	XG35	0.0	Non severe covid
22862	XG35	0.408	Non severe covid
22863	XG35	0.687	Non severe covid
22864	XG35	0.935	Non severe covid
22865	XG35	8.309	Non severe covid
22866	XG35	0.0	Non severe covid
22867	XG35	1.04	Non severe covid
22868	XG35	1.329	Non severe covid
22869	XG35	1.183	Non severe covid
22870	XG35	0.725	Non severe covid
22871	XG35	0.0	Non severe covid
22872	XG35	0.54	Non severe covid
22873	XG35	0.963	Non severe covid
22874	XG35	0.525	Non severe covid
22875	XG35	0.596	Non severe covid
22876	XG35	1.088	Non severe covid
22877	XG35	0.0	Non severe covid
22878	XG35	0.757	Non severe covid
22879	XG35	0.875	Non severe covid
22880	XG35	0.901	Non severe covid
22881	XG35	0.873	Non severe covid
22882	XG35	0.916	Non severe covid
22883	XG35	1.203	Non severe covid
22884	XG35	4.373	Non severe covid
22885	XG35	0.6	Non severe covid
22886	XG35	1.54	Non severe covid
22887	XG35	0.0	Non severe covid
22888	XG35	0.0	Non severe covid
22889	XG35	0.768	Non severe covid
22890	XG35	0.938	Non severe covid
22891	XG35	0.0	Non severe covid
22892	XG35	0.0	Non severe covid
22893	XG35	0.0	Non severe covid
22894	XG35	0.701	Non severe covid
22895	XG35	1.046	Non severe covid
22896	XG35	0.971	Non severe covid
22897	XG35	0.886	Non severe covid
22898	XG35	1.093	Non severe covid
22899	XG35	0.919	Non severe covid
22900	XG35	0.724	Non severe covid
22901	XG35	0.0	Non severe covid
22902	XG35	0.0	Non severe covid
22903	XG35	0.0	Non severe covid
22904	XG35	0.0	Non severe covid
22905	XG35	0.624	Non severe covid
22906	XG35	0.868	Non severe covid
22907	XG35	0.0	Non severe covid
22908	XG35	1.011	Non severe covid
22909	XG35	0.995	Non severe covid
22910	XG35	0.7	Non severe covid
22911	XG35	1.141	Non severe covid
22912	XG35	0.49	Non severe covid
22913	XG35	0.0	Non severe covid
22914	XG35	0.0	Non severe covid
22915	XG35	0.424	Non severe covid
22916	XG35	1.034	Non severe covid
22917	XG35	0.959	Non severe covid
22918	XG35	0.911	Non severe covid
22919	XG35	0.0	Non severe covid
22920	XG35	1.111	Non severe covid
22921	XG35	1.586	Non severe covid
22922	XG35	19.056	Non severe covid
22923	XG35	0.909	Non severe covid
22924	XG35	0.0	Non severe covid
22925	XG35	0.0	Non severe covid
22926	XG35	0.961	Non severe covid
22927	XG35	1.0	Non severe covid
22928	XG35	0.0	Non severe covid
22929	XG35	0.0	Non severe covid
22930	XG35	1.419	Non severe covid
22931	XG35	1.242	Non severe covid
22932	XG35	0.0	Non severe covid
22933	XG35	2.757	Non severe covid
22934	XG35	1.385	Non severe covid
22935	XG35	0.0	Non severe covid
22936	XG35	0.859	Non severe covid
22937	XG35	0.545	Non severe covid
22938	XG35	1.373	Non severe covid
22939	XG35	0.858	Non severe covid
22940	XG35	0.96	Non severe covid
22941	XG35	0.993	Non severe covid
22942	XG35	1.3	Non severe covid
22943	XG35	0.815	Non severe covid
22944	XG35	0.898	Non severe covid
22945	XG35	0.0	Non severe covid
22946	XG35	1.087	Non severe covid
22947	XG35	0.0	Non severe covid
22948	XG35	0.0	Non severe covid
22949	XG35	0.944	Non severe covid
22950	XG35	0.0	Non severe covid
22951	XG35	0.883	Non severe covid
22952	XG35	0.837	Non severe covid
22953	XG35	0.875	Non severe covid
22954	XG35	0.67	Non severe covid
22955	XG35	0.693	Non severe covid
22956	XG35	0.873	Non severe covid
22957	XG35	0.611	Non severe covid
22958	XG35	0.59	Non severe covid
22959	XG35	0.896	Non severe covid
22960	XG35	0.98	Non severe covid
22961	XG35	0.709	Non severe covid
22962	XG35	1.012	Non severe covid
22963	XG35	0.0	Non severe covid
22964	XG35	0.747	Non severe covid
22965	XG35	0.857	Non severe covid
22966	XG35	1.152	Non severe covid
22967	XG35	0.821	Non severe covid
22968	XG35	0.939	Non severe covid
22969	XG35	3.101	Non severe covid
22970	XG35	1.174	Non severe covid
22971	XG35	0.0	Non severe covid
22972	XG35	0.699	Non severe covid
22973	XG35	0.785	Non severe covid
22974	XG35	0.675	Non severe covid
22975	XG35	1.038	Non severe covid
22976	XG35	0.0	Non severe covid
22977	XG35	0.0	Non severe covid
22978	XG35	0.763	Non severe covid
22979	XG35	1.019	Non severe covid
22980	XG35	0.966	Non severe covid
22981	XG35	1.861	Non severe covid
22982	XG35	1.005	Non severe covid
22983	XG35	0.962	Non severe covid
22984	XG35	1.036	Non severe covid
22985	XG35	0.0	Non severe covid
22986	XG35	0.819	Non severe covid
22987	XG35	0.0	Non severe covid
22988	XG35	0.0	Non severe covid
22989	XG35	0.774	Non severe covid
22990	XG35	0.816	Non severe covid
22991	XG35	0.0	Non severe covid
22992	XG35	0.0	Non severe covid
22993	XG35	0.945	Non severe covid
22994	XG35	0.751	Non severe covid
22995	XG35	0.563	Non severe covid
22996	XG35	0.0	Non severe covid
22997	XG35	1.758	Non severe covid
22998	XG35	0.0	Non severe covid
22999	XG35	1.06	Non severe covid
23000	XG35	1.499	Non severe covid
23001	XG35	0.798	Non severe covid
23002	XG35	0.844	Non severe covid
23003	XG35	0.0	Non severe covid
23004	XG35	0.563	Non severe covid
23005	XG35	0.0	Non severe covid
23006	XG35	0.763	Non severe covid
23007	XG35	0.0	Non severe covid
23008	XG35	0.61	Non severe covid
23009	XG35	0.0	Non severe covid
23010	XG35	0.785	Non severe covid
23011	XG35	0.982	Non severe covid
23012	XG35	0.868	Non severe covid
23013	XG35	0.992	Non severe covid
23014	XG35	2.097	Non severe covid
23015	XG35	0.0	Non severe covid
23016	XG35	0.769	Non severe covid
23017	XG35	0.0	Non severe covid
23018	XG35	0.887	Non severe covid
23019	XG35	0.0	Non severe covid
23020	XG35	0.0	Non severe covid
23021	XG35	0.0	Non severe covid
23022	XG35	0.888	Non severe covid
23023	XG35	0.919	Non severe covid
23024	XG35	0.0	Non severe covid
23025	XG35	1.041	Non severe covid
23026	XG35	0.916	Non severe covid
23027	XG35	0.965	Non severe covid
23028	XG35	0.955	Non severe covid
23029	XG35	0.0	Non severe covid
23030	XG35	0.0	Non severe covid
23031	XG35	0.0	Non severe covid
23032	XG35	0.0	Non severe covid
23033	XG35	0.597	Non severe covid
23034	XG35	0.0	Non severe covid
23035	XG35	1.173	Non severe covid
23036	XG35	0.0	Non severe covid
23037	XG35	0.0	Non severe covid
23038	XG35	0.846	Non severe covid
23039	XG35	0.0	Non severe covid
23040	XG35	0.0	Non severe covid
23041	XG35	0.959	Non severe covid
23042	XG35	0.0	Non severe covid
23043	XG35	0.0	Non severe covid
23044	XG35	0.837	Non severe covid
23045	XG35	0.899	Non severe covid
23046	XG35	0.0	Non severe covid
23047	XG35	0.0	Non severe covid
23048	XG35	0.691	Non severe covid
23049	XG35	0.0	Non severe covid
23050	XG35	0.0	Non severe covid
23051	XG35	0.0	Non severe covid
23052	XG35	0.717	Non severe covid
23053	XG35	0.984	Non severe covid
23054	XG35	0.0	Non severe covid
23055	XG35	0.0	Non severe covid
23056	XG35	0.874	Non severe covid
23057	XG35	0.996	Non severe covid
23058	XG35	0.872	Non severe covid
23059	XG35	0.72	Non severe covid
23060	XG35	1.051	Non severe covid
23061	XG35	1.067	Non severe covid
23062	XG35	0.0	Non severe covid
23063	XG35	1.191	Non severe covid
23064	XG35	0.578	Non severe covid
23065	XG35	0.0	Non severe covid
23066	XG35	0.0	Non severe covid
23067	XG35	1.035	Non severe covid
23068	XG35	0.629	Non severe covid
23069	XG35	0.788	Non severe covid
23070	XG35	0.0	Non severe covid
23071	XG35	0.982	Non severe covid
23072	XG35	0.0	Non severe covid
23073	XG35	0.841	Non severe covid
23074	XG35	0.6	Non severe covid
23075	XG35	0.992	Non severe covid
23076	XG35	1.366	Non severe covid
23077	XG35	1.104	Non severe covid
23078	XG35	1.363	Non severe covid
23079	XG35	0.0	Non severe covid
23080	XG35	0.827	Non severe covid
23081	XG35	0.763	Non severe covid
23082	XG35	0.0	Non severe covid
23083	XG35	0.544	Non severe covid
23084	XG35	0.841	Non severe covid
23085	XG35	1.062	Non severe covid
23086	XG35	0.0	Non severe covid
23087	XG35	0.0	Non severe covid
23088	XG35	0.762	Non severe covid
23089	XG35	0.0	Non severe covid
23090	XG35	0.672	Non severe covid
23091	XG35	0.971	Non severe covid
23092	XG35	0.0	Non severe covid
23093	XG35	0.587	Non severe covid
23094	XG35	0.855	Non severe covid
23095	XG35	0.637	Non severe covid
23096	XG35	0.0	Non severe covid
23097	XG35	1.02	Non severe covid
23098	XG35	1.037	Non severe covid
23099	XG35	0.0	Non severe covid
23100	XG35	0.0	Non severe covid
23101	XG35	0.0	Non severe covid
23102	XG35	0.0	Non severe covid
23103	XG35	1.55	Non severe covid
23104	XG35	0.986	Non severe covid
23105	XG35	0.0	Non severe covid
23106	XG35	0.0	Non severe covid
23107	XG35	0.0	Non severe covid
23108	XG35	0.975	Non severe covid
23109	XG35	1.367	Non severe covid
23110	XG35	0.0	Non severe covid
23111	XG35	4.07	Non severe covid
23112	XG35	3.904	Non severe covid
23113	XG35	0.881	Non severe covid
23114	XG35	0.0	Non severe covid
23115	XG35	0.751	Non severe covid
23116	XG35	0.828	Non severe covid
23117	XG35	0.0	Non severe covid
23118	XG35	1.709	Non severe covid
23119	XG35	0.0	Non severe covid
23120	XG35	1.794	Non severe covid
23121	XG35	1.228	Non severe covid
23122	XG35	0.753	Non severe covid
23123	XG35	1.062	Non severe covid
23124	XG35	0.0	Non severe covid
23125	XG35	0.0	Non severe covid
23126	XG35	0.0	Non severe covid
23127	XG35	2.394	Non severe covid
23128	XG35	0.66	Non severe covid
23129	XG35	1.443	Non severe covid
23130	XG35	0.0	Non severe covid
23131	XG35	0.679	Non severe covid
23132	XG35	0.912	Non severe covid
23133	XG35	0.0	Non severe covid
23134	XG35	1.086	Non severe covid
23135	XG35	1.262	Non severe covid
23136	XG35	0.0	Non severe covid
23137	XG35	0.0	Non severe covid
23138	XG35	0.895	Non severe covid
23139	XG35	0.0	Non severe covid
23140	XG35	1.215	Non severe covid
23141	XG35	1.12	Non severe covid
23142	XG35	0.898	Non severe covid
23143	XG35	0.0	Non severe covid
23144	XG35	0.777	Non severe covid
23145	XG35	0.924	Non severe covid
23146	XG35	0.938	Non severe covid
23147	XG35	0.654	Non severe covid
23148	XG35	0.944	Non severe covid
23149	XG35	0.762	Non severe covid
23150	XG35	0.762	Non severe covid
23151	XG35	0.0	Non severe covid
23152	XG35	0.0	Non severe covid
23153	XG35	0.0	Non severe covid
23154	XG35	0.819	Non severe covid
23155	XG35	0.0	Non severe covid
23156	XG35	0.661	Non severe covid
23157	XG35	0.0	Non severe covid
23158	XG35	0.783	Non severe covid
23159	XG35	1.274	Non severe covid
23160	XG35	0.0	Non severe covid
23161	XG35	0.0	Non severe covid
23162	XG35	1.002	Non severe covid
23163	XG35	0.0	Non severe covid
23164	XG35	0.936	Non severe covid
23165	XG35	0.906	Non severe covid
23166	XG35	0.817	Non severe covid
23167	XG35	0.836	Non severe covid
23168	XG35	0.575	Non severe covid
23169	XG35	1.006	Non severe covid
23170	XG35	0.0	Non severe covid
23171	XG35	1.194	Non severe covid
23172	XG35	0.0	Non severe covid
23173	XG35	0.702	Non severe covid
23174	XG35	1.498	Non severe covid
23175	XG35	0.753	Non severe covid
23176	XG35	1.041	Non severe covid
23177	XG35	1.317	Non severe covid
23178	XG35	0.309	Non severe covid
23179	XG35	0.0	Non severe covid
23180	XG35	0.0	Non severe covid
23181	XG35	0.0	Non severe covid
23182	XG35	0.832	Non severe covid
23183	XG35	1.5	Non severe covid
23184	XG35	0.0	Non severe covid
23185	XG35	1.662	Non severe covid
23186	XG35	0.908	Non severe covid
23187	XG35	0.903	Non severe covid
23188	XG35	0.0	Non severe covid
23189	XG35	0.808	Non severe covid
23190	XG35	0.624	Non severe covid
23191	XG35	0.0	Non severe covid
23192	XG35	0.918	Non severe covid
23193	XG35	0.706	Non severe covid
23194	XG35	0.0	Non severe covid
23195	XG35	0.459	Non severe covid
23196	XG35	0.0	Non severe covid
23197	XG35	0.815	Non severe covid
23198	XG35	1.043	Non severe covid
23199	XG35	0.994	Non severe covid
23200	XG35	0.0	Non severe covid
23201	XG35	0.698	Non severe covid
23202	XG35	1.058	Non severe covid
23203	XG35	0.0	Non severe covid
23204	XG35	0.0	Non severe covid
23205	XG35	0.952	Non severe covid
23206	XG35	0.0	Non severe covid
23207	XG35	0.0	Non severe covid
23208	XG35	0.0	Non severe covid
23209	XG35	0.0	Non severe covid
23210	XG35	1.348	Non severe covid
23211	XG35	0.88	Non severe covid
23212	XG35	1.388	Non severe covid
23213	XG35	0.0	Non severe covid
23214	XG35	0.0	Non severe covid
23215	XG35	1.402	Non severe covid
23216	XG35	0.847	Non severe covid
23217	XG35	0.0	Non severe covid
23218	XG35	0.0	Non severe covid
23219	XG35	0.821	Non severe covid
23220	XG35	0.0	Non severe covid
23221	XG35	0.886	Non severe covid
23222	XG35	0.722	Non severe covid
23223	XG35	1.538	Non severe covid
23224	XG35	0.0	Non severe covid
23225	XG35	0.0	Non severe covid
23226	XG35	0.458	Non severe covid
23227	XG35	0.923	Non severe covid
23228	XG35	0.885	Non severe covid
23229	XG35	0.776	Non severe covid
23230	XG35	0.868	Non severe covid
23231	XG35	0.0	Non severe covid
23232	XG35	0.0	Non severe covid
23233	XG35	0.682	Non severe covid
23234	XG35	1.201	Non severe covid
23235	XG35	0.0	Non severe covid
23236	XG35	0.892	Non severe covid
23237	XG35	0.74	Non severe covid
23238	XG35	0.0	Non severe covid
23239	XG35	1.088	Non severe covid
23240	XG35	0.0	Non severe covid
23241	XG35	0.0	Non severe covid
23242	XG35	0.0	Non severe covid
23243	XG35	0.0	Non severe covid
23244	XG35	0.0	Non severe covid
23245	XG35	0.0	Non severe covid
23246	XG35	1.055	Non severe covid
23247	XG35	0.0	Non severe covid
23248	XG35	0.0	Non severe covid
23249	XG35	0.0	Non severe covid
23250	XG35	0.525	Non severe covid
23251	XG35	0.449	Non severe covid
23252	XG35	0.0	Non severe covid
23253	XG35	0.632	Non severe covid
23254	XG35	0.817	Non severe covid
23255	XG35	0.655	Non severe covid
23256	XG35	0.496	Non severe covid
23257	XG35	0.602	Non severe covid
23258	XG35	0.0	Non severe covid
23259	XG35	0.0	Non severe covid
23260	XG35	0.517	Non severe covid
23261	XG35	1.086	Non severe covid
23262	XG35	0.0	Non severe covid
23263	XG35	0.0	Non severe covid
23264	XG35	0.858	Non severe covid
23265	XG35	1.456	Non severe covid
23266	XG35	0.0	Non severe covid
23267	XG35	0.0	Non severe covid
23268	XG35	0.0	Non severe covid
23269	XG35	1.379	Non severe covid
23270	XG35	0.7	Non severe covid
23271	XG35	0.739	Non severe covid
23272	XG35	1.409	Non severe covid
23273	XG35	0.568	Non severe covid
23274	XG35	0.0	Non severe covid
23275	XG35	0.813	Non severe covid
23276	XG35	0.72	Non severe covid
23277	XG35	0.0	Non severe covid
23278	XG35	0.0	Non severe covid
23279	XG35	0.0	Non severe covid
23280	XG35	0.756	Non severe covid
23281	XG35	0.97	Non severe covid
23282	XG35	0.694	Non severe covid
23283	XG35	0.609	Non severe covid
23284	XG35	0.0	Non severe covid
23285	XG35	0.771	Non severe covid
23286	XG35	1.111	Non severe covid
23287	XG35	21.69133512839394	Non severe covid
23288	XG35	15.234368827639768	Non severe covid
23289	XG35	23.233173627658992	Non severe covid
23290	XG35	17.647522874510038	Non severe covid
23291	XG35	19.226075662450693	Non severe covid
23292	XG35	15.866474046800105	Non severe covid
23293	XG35	19.45755923289385	Non severe covid
23294	XG35	20.630795803293054	Non severe covid
23295	XG35	17.35893713372882	Non severe covid
23296	XG35	20.99185344187415	Non severe covid
23297	XG35	17.86689592256869	Non severe covid
23298	XG35	18.1155220383024	Non severe covid
23299	XG35	19.29714787543026	Non severe covid
23300	XG35	18.493370759363685	Non severe covid
23301	XG35	23.03927853078325	Non severe covid
23302	XG35	29.374133266542977	Non severe covid
23303	XG35	23.798959606269463	Non severe covid
23304	XG35	17.670922334879144	Non severe covid
23305	XG35	17.27781194557777	Non severe covid
23306	XG35	21.09300096525484	Non severe covid
23307	XG35	24.185533336751917	Non severe covid
23308	XG35	21.976163078221575	Non severe covid
23309	XG35	20.46750866132634	Non severe covid
23310	XG35	24.758513584365982	Non severe covid
23311	XG35	19.53865157654993	Non severe covid
23312	XG35	19.175255775252126	Non severe covid
23313	XG35	22.902336193047123	Non severe covid
23314	XG35	24.910056644658713	Non severe covid
23315	XG35	23.41579462617692	Non severe covid
23316	XG35	23.19035867109529	Non severe covid
23317	XG35	18.587683793985597	Non severe covid
23318	XG35	18.729027571968075	Non severe covid
23319	XG35	25.068289054608915	Non severe covid
23320	XG35	22.18355830279397	Non severe covid
23321	XG35	18.9700716514265	Non severe covid
23322	XG35	20.990340749484588	Non severe covid
23323	XG35	26.930859941886233	Non severe covid
23324	XG35	23.50348960968252	Non severe covid
23325	XG35	27.56945072970828	Non severe covid
23326	XG35	18.494294314648553	Non severe covid
23327	XG35	19.86326306579472	Non severe covid
23328	XG35	29.43931552052938	Non severe covid
23329	XG35	15.461382394642609	Non severe covid
23330	XG35	19.207038456911313	Non severe covid
23331	XG35	18.78364353556517	Non severe covid
23332	XG35	26.74909676954145	Non severe covid
23333	XG35	26.392294753649345	Non severe covid
23334	XG35	23.190173570764177	Non severe covid
23335	XG35	21.700145994793104	Non severe covid
23336	XG35	28.09218192635875	Non severe covid
23337	XG35	28.780354133940794	Non severe covid
23338	XG35	25.82913671087717	Non severe covid
23339	XG35	14.454433473186064	Non severe covid
23340	XG35	23.528805096184684	Non severe covid
23341	XG35	21.234199524569842	Non severe covid
23342	XG35	28.33330114583529	Non severe covid
23343	XG35	15.626968263029193	Non severe covid
23344	XG35	23.114693769283793	Non severe covid
23345	XG35	17.753762118783477	Non severe covid
23346	XG35	19.291952652937205	Non severe covid
23347	XG35	18.132515104872173	Non severe covid
23348	XG35	19.264135018836274	Non severe covid
23349	XG35	19.45520918147964	Non severe covid
23350	XG35	17.730857341155314	Non severe covid
23351	XG35	20.78370337703386	Non severe covid
23352	XG35	21.127540517881336	Non severe covid
23353	XG35	20.306947115820016	Non severe covid
23354	XG35	20.903501173137577	Non severe covid
23355	XG35	17.312472388565094	Non severe covid
23356	XG35	17.217892043184566	Non severe covid
23357	XG35	20.744000049215103	Non severe covid
23358	XG35	19.5671320201036	Non severe covid
23359	XG35	21.968680678067038	Non severe covid
23360	XG35	22.819110996337212	Non severe covid
23361	XG35	19.07144206718239	Non severe covid
23362	XG35	18.634002932026828	Non severe covid
23363	XG35	16.970634036698982	Non severe covid
23364	XG35	23.646394785389823	Non severe covid
23365	XG35	23.302739733962525	Non severe covid
23366	XG35	23.179233336483215	Non severe covid
23367	XG35	17.965728720672235	Non severe covid
23368	XG35	29.863190835266302	Non severe covid
23369	XG35	21.27111275969461	Non severe covid
23370	XG35	18.335876756984458	Non severe covid
23371	XG35	16.646041272432974	Non severe covid
23372	XG35	21.310744788961102	Non severe covid
23373	XG35	22.00724802959669	Non severe covid
23374	XG35	23.210050142833328	Non severe covid
23375	XG35	17.894216791471973	Non severe covid
23376	XG35	24.203784702210676	Non severe covid
23377	XG35	16.268356240258484	Non severe covid
23378	XG35	16.365457813800884	Non severe covid
23379	XG35	19.846068514505916	Non severe covid
23380	XG35	27.578501687204284	Non severe covid
23381	XG35	21.65280690643667	Non severe covid
23382	XG35	27.98921985167795	Non severe covid
23383	XG35	15.029575883782531	Non severe covid
23384	XG35	21.599818202526635	Non severe covid
23385	XG35	21.17410278759601	Non severe covid
23386	XG35	16.446097251753677	Non severe covid
23387	XG35	23.418364662729985	Non severe covid
23388	XG35	21.729309768648285	Non severe covid
23389	XG35	19.797311439555372	Non severe covid
23390	XG35	24.810710378616093	Non severe covid
23391	XG35	25.965167502851372	Non severe covid
23392	XG35	17.958126093901388	Non severe covid
23393	XG35	19.688563644588335	Non severe covid
23394	XG35	29.245143997190052	Non severe covid
23395	XG35	19.17108912172265	Non severe covid
23396	XG35	18.75889191257209	Non severe covid
23397	XG35	20.217759985422468	Non severe covid
23398	XG35	17.000393099330346	Non severe covid
23399	XG35	22.110337220931882	Non severe covid
23400	XG35	20.04215381293864	Non severe covid
23401	XG35	24.237348128448517	Non severe covid
23402	XG35	20.596899824393706	Non severe covid
23403	XG35	18.701695438610898	Non severe covid
23404	XG35	20.451515876138544	Non severe covid
23405	XG35	14.558559098444745	Non severe covid
23406	XG35	18.773596920240518	Non severe covid
23407	XG35	22.441223245096207	Non severe covid
23408	XG35	27.052015071467626	Non severe covid
23409	XG35	15.891202699796386	Non severe covid
23410	XG35	24.54399255225797	Non severe covid
23411	XG35	18.48872031638187	Non severe covid
23412	XG35	16.61606563806823	Non severe covid
23413	XG35	24.57997821325849	Non severe covid
23414	XG35	24.99784025992743	Non severe covid
23415	XG35	16.714397090633664	Non severe covid
23416	XG35	14.475124830278405	Non severe covid
23417	XG35	18.660009171385312	Non severe covid
23418	XG35	16.09999688125045	Non severe covid
23419	XG35	25.40096292991663	Non severe covid
23420	XG35	24.1446005235704	Non severe covid
23421	XG35	19.53959901952718	Non severe covid
23422	XG35	18.514004623757604	Non severe covid
23423	XG35	26.160374179325718	Non severe covid
23424	XG35	17.0105666913875	Non severe covid
23425	XG35	23.522512091149984	Non severe covid
23426	XG35	23.05535493018605	Non severe covid
23427	XG35	22.75192667014648	Non severe covid
23428	XG35	17.98974685053432	Non severe covid
23429	XG35	22.177046282009776	Non severe covid
23430	XG35	17.692587515155186	Non severe covid
23431	XG35	19.865713828754892	Non severe covid
23432	XG35	27.345777182570405	Non severe covid
23433	XG35	21.199188859207716	Non severe covid
23434	XG35	24.832119229471374	Non severe covid
23435	XG35	22.971210239109674	Non severe covid
23436	XG35	17.25586002612474	Non severe covid
23437	XG35	19.158141371614835	Non severe covid
23438	XG35	28.060008311322115	Non severe covid
23439	XG35	16.778652983476498	Non severe covid
23440	XG35	14.56071229789392	Non severe covid
23441	XG35	17.69613681065864	Non severe covid
23442	XG35	21.089055047732444	Non severe covid
23443	XG35	17.05717041275414	Non severe covid
23444	XG35	14.160490363203571	Non severe covid
23445	XG35	14.385587677479245	Non severe covid
23446	XG35	14.372993880989812	Non severe covid
23447	XG35	25.78846176037214	Non severe covid
23448	XG35	27.32921178561494	Non severe covid
23449	XG35	19.293228161155326	Non severe covid
23450	XG35	23.059127731577178	Non severe covid
23451	XG35	17.046706714099656	Non severe covid
23452	XG35	13.577019613005103	Non severe covid
23453	XG35	14.475100086629922	Non severe covid
23454	XG35	19.33129092713712	Non severe covid
23455	XG35	20.508606865120306	Non severe covid
23456	XG35	21.050925078399494	Non severe covid
23457	XG35	22.069508770115522	Non severe covid
23458	XG35	17.69378863154426	Non severe covid
23459	XG35	17.416151688485755	Non severe covid
23460	XG35	24.459442750562296	Non severe covid
23461	XG35	20.178180808557396	Non severe covid
23462	XG35	20.32440540620352	Non severe covid
23463	XG35	19.05930979953716	Non severe covid
23464	XG35	20.971678261466476	Non severe covid
23465	XG35	19.96224779878058	Non severe covid
23466	XG35	20.641427788374695	Non severe covid
23467	XG35	20.046889689793943	Non severe covid
23468	XG35	19.982612329197813	Non severe covid
23469	XG35	16.87311626300026	Non severe covid
23470	XG35	17.92038020752876	Non severe covid
23471	XG35	21.66792990841727	Non severe covid
23472	XG35	22.3915885563918	Non severe covid
23473	XG35	15.859025795733231	Non severe covid
23474	XG35	21.635918236749212	Non severe covid
23475	XG35	25.46886376657278	Non severe covid
23476	XG35	30.19093763459344	Non severe covid
23477	XG35	23.15362686502054	Non severe covid
23478	XG35	27.952338056576405	Non severe covid
23479	XG35	29.550471909826378	Non severe covid
23480	XG35	17.566643817559235	Non severe covid
23481	XG35	19.201400962907673	Non severe covid
23482	XG35	16.85556257771636	Non severe covid
23483	XG35	20.387047301644024	Non severe covid
23484	XG35	18.381292229959428	Non severe covid
23485	XG35	25.091259749661162	Non severe covid
23486	XG35	22.74628642592708	Non severe covid
23487	XG35	19.643410451961675	Non severe covid
23488	XG35	24.1034057974442	Non severe covid
23489	XG35	18.439662117854137	Non severe covid
23490	XG35	23.96895746882843	Non severe covid
23491	XG35	30.410716721725947	Non severe covid
23492	XG35	17.762648561887904	Non severe covid
23493	XG35	26.841182613088787	Non severe covid
23494	XG35	15.48626878146495	Non severe covid
23495	XG35	14.44598969393607	Non severe covid
23496	XG35	19.994310876257746	Non severe covid
23497	XG35	23.037884891870597	Non severe covid
23498	XG35	23.217191836522034	Non severe covid
